"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean"
"Relevant","abstract","abstract","0","10.1007/s00284-014-0753-y","cupressus sempervirens","alternaria multiformis","","present",NA,"isolated from mediterranean cypress cupressus sempervirens","mediterranean","iran","abstract-csv","doi_10.1007_s00284-014-0753-y","Abstract"
"Relevant","abstract","abstract","0","","pavona lamarck","aspergillus spp.","","present",NA,"isolated from pavona lamarck using spread-plate method and two different media; identified through morphology",NA,"spores","its-rrna gene sequence.","presumably china","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.funbio.2024.05.003","malus domestica (apple","neosetophoma sp.","shoot and leaf","present","pathogenic","isolated from apparently healthy apple shoot and leaf tissues. some isolates cause disease symptoms on both apple shoots and fruit; while others are pathogenic only on shoots or fruit.",NA,"not specified in text","not specified in text","abstract-csv; doi_10.1016_j.funbio.2024.05.003","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.biocontrol.2018.08.007","sweet pepper","beauveria bassiana",NA,"present","biocontrol agent","endophytic establishment in pot-culture experiments; antagonistic activity against fusarium spp.",NA,"not provided in text","not provided in text","abstract-csv; doi_10.1016_j.biocontrol.2018.08.007","Abstract"
"Relevant","abstract","abstract","0","","soybean","aspergillus","","present","pathogenic","causes seed deterioration by altering protein and oil content; particularly in seeds rich in oil. correlated with extracellular production of lipolytic enzymes.",NA,"","","abstract-csv; doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.bmcl.2023.129186","rattus norvegicus","penicillium sp. ssp-1clg","not specified","present",NA,"isolated from the plant host","","not specified","abstract-csv","doi_10.1016_j.bmcl.2023.129186","Abstract"
"Relevant","abstract","abstract","0","10.1128/aem.68.10.4863-4870.2002","aphelandra tetragona","","","present",NA,"isolated from aphelandra tetragona","not specified","not specified","abstract-csv","doi_10.1128_aem.68.10.4863-4870.2002","Abstract"
"Relevant","abstract","abstract","0","10.1021/jo201755v","ilex canariensis","cytospora sp.","not specified","present",NA,"isolated from the host plant","not specified","not specified","abstract-csv","doi_10.1021_jo201755v","Abstract"
"Relevant","full-text","full-text","17","10.2306/scienceasia1513-1874.2024.027","gnetum gnemon linn.","daldinia","leaf","soil","present","NA; isolated from gnetum gnemon linn. grown in organic and conventional farming systems","saprotrophic",NA,"agricultural landscapes","thailand; full-text; doi_10.2306_scienceasia1513-1874.2024.027","Full-Text"
"Relevant","abstract","abstract","0","10.1007/s11676-012-0267-z","belonging to 28 genera in 19 families","dse","rhizosphere soil","present","mycorrhizal","40%","forest","india","aliyar","abstract-csv; doi_10.1007_s11676-012-0267-z","Abstract"
"Relevant","full-text","full-text","14","10.4308/hjb.31.3.443-456","blanco","aspergillus viridinutans","leaf","stem","root","present; isolated from surface-sterilized roots and above-ground parts.",NA,NA,"tropical rainforest","indonesia; full-text; doi_10.4308_hjb.31.3.443-456","Full-Text"
"Relevant","abstract","full-text","12","10.1186/1471-2164-13-625","wisteria","pantoea stewartii subsp. stewartii","not specified","present",NA,"pathogenic; isolated from various plant hosts as non-pathogenic endophytes or epiphytes","biocontrol agent",NA,"pathogens","biological control agents; or associated with insects; soil; water; dust; dairy products; meat; fish; insects; humans and animals; not specified; full-text; doi_10.1186_1471-2164-13-625","Abstract"
"Relevant","abstract","abstract","0","10.3390/plants13081149","pachira glabra","colletotrichum siamense","leaf","plant mixes","naturally infected leaves","present; isolated from symptomatic and asymptomatic parts of p. glabra in fields.","pathogenic",NA,"not specified","southern china; abstract-csv; doi_10.3390_plants13081149","Abstract"
"Relevant","abstract","abstract","0","10.4314/tjpr.v16i2.18","fagopyrum tataricum","pseudocercospora sp.","healthy tissues","present",NA,"isolated from healthy tissues of f. tataricum","not provided in text","not provided in text","abstract-csv","doi_10.4314_tjpr.v16i2.18","Abstract"
"Relevant","abstract","abstract","0","10.2307/3760535","castanea sativa","cryphonectria parasitica","phellem","lenticels","bark tissues between phellogen and cambium","not colonized","present",NA,"isolated from surface-sterilized shoots under two different drying regimes. cryphonectria parasitica","two sites; one south and one north of the alps","Abstract"
"Relevant","abstract","abstract","0","10.17521/cjpe.2018.0001","achnatherum inebrians","epichlo? gansuensis","not specified in text","present",NA,"isolated from achnatherum inebrians. research focuses on distribution","detection methods","infection rate","fungal diversity","stress tolerances; secondary metabolite of alkaloids; feeding experiments and ecological functions.; not specified in text; china; abstract-csv; doi_10.17521_cjpe.2018.0001","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.mycres.2006.11.004","gossypium sturtianum","dichomera","stems","present",NA,"isolated from surface-sterilized roots; inland areas in queensland",NA,"the northern territory","and south australia","australia; abstract-csv; doi_10.1016_j.mycres.2006.11.004","Abstract"
"Relevant","abstract","abstract","0","10.1111/gfs.12049","festuca rubra","epichloe festucae","not specified","present",NA,"colonize the intercellular space of aerial organs without causing symptoms. affects performance of some f. rubra genotypes when arsenic is present in the soil.","not specified","not specified","abstract-csv","doi_10.1111_gfs.12049","Abstract"
"Relevant","abstract","abstract","0","10.1111/j.1469-8137.2007.02178.x","cephaloziella varians","rhizoscyphus ericae","rhizoids","present","mycorrhizal","isolated from antarctic liverwort samples; forms hyphal coils in aseptically-grown c. varians.; sub- and maritime antarctica",NA,NA,"antarctica","abstract-csv; doi_10.1111_j.1469-8137.2007.02178.x","Abstract"
"Relevant","full-text","full-text","19","10.1038/s41598-023-47099-4","apiaceae (parsley","not specified","seeds","present",NA,"study focused on endophytic bacterial communities in ungerminated and germinated seeds of commercial vegetables","not specified","chile","full-text","doi_10.1038_s41598-023-47099-4","Full-Text"
"Relevant","full-text","full-text","9","10.22207/jpam.13.4.17","erchharnia crassipes","aspergillus terreus","not specified","present",NA,"isolated from surface-sterilized roots of various plant species","sharkia province","egypt","egypt","full-text; doi_10.22207_jpam.13.4.17","Full-Text"
"Relevant","full-text","full-text","8","10.1590/s1516-89132013000600009","zea mays l.","pythium aphanidermatum","not specified","present","biocontrol agent","isolated from maize plants and shown to reduce damping-off incidence in cucumber under greenhouse conditions.","not specified","brazil","full-text","doi_10.1590_s1516-89132013000600009","Full-Text"
"Relevant","abstract","abstract","0","10.5943/sif/5/1/14","kandelia candel","fusarium spp.","leaf","present",NA,"as the text does not specify their roles as symbionts or pathogens; isolated from mangrove leaf endophytes in luzon island",NA,"philippines","mangrove forest","philippines; abstract-csv; doi_10.5943_sif_5_1_14","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.fgb.2003.08.004","not mentioned","epichloe festucae","not mentioned","present","mutualistic","fungus is a mutualistic endophyte of grasses","not mentioned","not mentioned","abstract-csv","doi_10.1016_j.fgb.2003.08.004","Abstract"
"Relevant","abstract","abstract","0","10.3390/antibiotics11111533","and cladosporium cladosporioides host species unspecified","graminicolous helminthosporium","not specified","present",NA,"isolated from different medicinal plants","not specified","not specified","abstract-csv","doi_10.3390_antibiotics11111533","Abstract"
"Relevant","full-text","full-text","10","10.3389/fmicb.2023.1188986","areca catechu l.","wallemia","surface","present",NA,"investigated using high-throughput sequencing and internal transcribed spacer 2.; tropical and subtropical provinces in southern china",NA,"south asia","and southeast asia","not specified","Full-Text"
"Relevant","abstract","abstract","0","10.1007/s11274-015-1998-8","zingiber zerumbet smith","fusarium solani","rhizomes","present","biocontrol agent","isolated from rhizomes; shown antagonistic activity against pythium myriotylum",NA,"not specified in the text","not specified in the text","abstract-csv; doi_10.1007_s11274-015-1998-8","Abstract"
"Relevant","abstract","abstract","0","10.1021/acs.jafc.9b00467","cynomorium songaricum rupr.","operational taxonomic units","not specified in text","present",NA,"isolated from cynomorium songaricum from different desert locations in china. specific strains not identified.","desert","china","abstract-csv","doi_10.1021_acs.jafc.9b00467","Abstract"
"Relevant","abstract","abstract","0","10.1139/cjm-2022-0074","alnus sp.","stenotrophomonas","nodules","present",NA,"pathogenic; in vitro interactions; some nfne showed inhibitory effects on frankia growth while others stimulated it or displayed cooperation under nitrogen-limited conditions; compromised frankia membrane integrity and differentiation into stress resistance-associated morphotypes observed in cocultures with some nfne; higher concentrations of indole-3-acetic acid and related indolic compounds in the culture supernatant when frankia was cocultured with serratia sp.",NA,NA,"alder ecosystem","; abstract-csv; doi_10.1139_cjm-2022-0074","Abstract"
"Relevant","abstract","abstract","0","10.1021/acs.jafc.4c06809","eleusine indica","aspergillus aculeatus te-65l","seeds","present",NA,"isolated from the endophytic fungus aspergillus aculeatus te-65l. caused lignin accumulation in the plant host.","","","abstract-csv","doi_10.1021_acs.jafc.4c06809","Abstract"
"Relevant","abstract","abstract","0","10.1046/j.0028-646x.2001.00225.x","leek","glomus coronatum","arbuscular trunk hyphae","arbuscules","present","mycorrhizal; cross walls observed in trunk hyphae of many inactive arbuscules. appeared after loss of metabolic activity in arbuscule branches.",NA,"not provided in text","not provided in text","abstract-csv; doi_10.1046_j.0028-646x.2001.00225.x","Abstract"
"Relevant","abstract","abstract","0","10.1093/jxb/erv154","barley","oculimacula yallundae","leaf","present","pathogenic","nec","","","abstract-csv","doi_10.1093_jxb_erv154","Abstract"
"Relevant","abstract","abstract","0","10.12403/j.1001-1498.20220099","fagaceae)","glomus","root","present","mycorrhizal","isolated from roots of evergreen broadleaved forest","mountain forest","china","abstract-csv","doi_10.12403_j.1001-1498.20220099","Abstract"
"Relevant","abstract","abstract","0","10.5114/bta.2020.100421","triticum aestivum l.","fusarium subglutinans","root","present",NA,"biocontrol agent; isolated from healthy triticum aestivum l. and exhibits antagonistic activity against fusarium semitectum and alternaria petrakii.",NA,"not provided in the text","not provided in the text","abstract-csv; doi_10.5114_bta.2020.100421","Abstract"
"Relevant","abstract","abstract","0","10.1111/mmi.12385","lolium perenne","epichloe festucae","leaf","present","mutualistic","proa is a key regulator of in planta specific growth of e.festucae; crucial for maintaining a mutualistic symbiotic interaction.",NA,"not provided in text","not provided in text","abstract-csv; doi_10.1111_mmi.12385","Abstract"
"Relevant","full-text","full-text","13","10.1038/s41598-023-36795-w","155 unspecified tree species","multiple fungi collected from tree twigs","dormant twigs","present","unknown (includes pathogenic","mutualistic; collected from 51 botanical gardens or arboreta in 32 countries","saprotrophic)",NA,"multiple","multiple; full-text; doi_10.1038_s41598-023-36795-w","Full-Text"
"Relevant","abstract","abstract","0","10.1007/s00248-008-9364-0","mountain pine beetle host tree","","","present","symbiotic (mutualistic or commensal for o. montium","antagonistic for g. clavigera); in vitro interactions tested; associated with mountain pine beetle larval galleries",NA,"coniferous forest","not provided in text","abstract-csv; doi_10.1007_s00248-008-9364-0","Abstract"
"Relevant","abstract","abstract","0","10.1111/j.1365-294x.2009.04192.x","arctic and boreal plant communities","lactarius pers.","soil and sporocarp","present","ectomycorrhizal","isolated from soil and sporocarp samples","arctic tundra","boreal forests","alaska","abstract-csv; doi_10.1111_j.1365-294x.2009.04192.x","Abstract"
"Relevant","abstract","abstract","0","10.1007/s40995-018-0640-7","tomato","schizophyllum sp. dl12","leaf","present",NA,"fermentation broth was sprayed on seedlings under calcium nitrate stress.","","","abstract-csv","doi_10.1007_s40995-018-0640-7","Abstract"
"Relevant","abstract","abstract","0","10.1017/s0889189300002253","sclerotinia species","sporidesmium sclerotivorum","soil","present","biocontrol agent","isolated for biological control of sclerotinia diseases.","agricultural field","not_provided","abstract-csv","doi_10.1017_s0889189300002253","Abstract"
"Relevant","abstract","abstract","0","10.1007/s00442-002-1016-3","cirsium arvense","puccinia punctiformis","not specified in text","present","pathogenic (for cassida rubiginosa","for uroleucon cirsii; insect species increase rates of p. punctiformis infection in healthy thistles. antagonistic interaction between c. rubiginosa and the fungus as biomass of adults is significantly reduced; development prolonged and mortality increased when feeding on plants infected with p. punctiformis. mutualistic relationship between u. cirsii and p. punctiformis as aphids form larger colonies on fungus-infected plants.",NA,NA,"not specified in text","not specified in text; abstract-csv; doi_10.1007_s00442-002-1016-3","Abstract"
"Relevant","abstract","abstract","0","","eucalyptus globulus ssp. maidenii","sterile mycelia","bark","sapwood","heartwood","present",NA,"isolated from bark","sapwood and heartwood of the specified hosts. some fungi also found as endophytic colonizers of sprouting stumps","twigs and seedling stems.; not specified; uruguay; abstract-csv; doi_nan","Abstract"
"Relevant","abstract","abstract","0","","orchidaceae","fusarium species","leaf","root","present",NA,"ascomycota","sebacinaceae","unknown (fusarium","nectriaceae); isolated from leaf and root tissues using dgge and random cloning analysis; ; ; abstract-csv; doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1128/spectrum.01019-24","mussaenda pubescens","endophytic fungal communities","phyllosphere","present",NA,"associated with mussaenda pubescens in the phyllosphere across six geographically distinct locations in southeast china","not specified","southeast china","abstract-csv","doi_10.1128_spectrum.01019-24","Abstract"
"Relevant","abstract","abstract","0","10.1007/s10530-013-0584-y","tanacetum vulgare","dark-septate endophytes","root","present",NA,"dse","urban","suburban","not specified","abstract-csv; doi_10.1007_s10530-013-0584-y","Abstract"
"Relevant","abstract","abstract","0","10.1139/m79-082","parasponia andersonii planch.","rhizobium","root","present",NA,"infection and nodule formation on root. rhizobia not released from infection thread as in legumes.","","","abstract-csv","doi_10.1139_m79-082","Abstract"
"Relevant","abstract","abstract","0","","tree shrew","unspecified fungus from genus 6","hair","present","endophytic or unknown","living on the surfaces of plant tissues; presumably in a mutualistic association.",NA,"not provided","not provided","abstract-csv; doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1007/s11557-021-01740-6","southern india","drechslera","leaf","present",NA,"isolated from mature leaves of twenty-five woody tree species with a colonization frequency of < 5%","tropical dry thorn","dry deciduous","and montane evergreen forests","india; abstract-csv; doi_10.1007_s11557-021-01740-6","Abstract"
"Relevant","abstract","abstract","0","10.26651/allelo.j./2018-44-2-1169","triticum aestivum l.","diaporthe sp.","leaf","present","pathogenic","isolated from leaves of serjania lethalis","not provided in text","not provided in text","abstract-csv","doi_10.26651_allelo.j._2018-44-2-1169","Abstract"
"Relevant","abstract","abstract","0","10.1080/00173138709428910","not mentioned in text","heterosporium","not mentioned in text","present","saprotrophic","isolated from residences in durham","north carolina","urban","usa","abstract-csv; doi_10.1080_00173138709428910","Abstract"
"Relevant","abstract","abstract","0","10.3897/mycokeys.65.47704","diseased or apparently healthy plants","stagonosporopsis stuijvenbergii sp. nov.","not specified","present","pathogenic","unknown for newly described species; isolated from soil; several previously known only from diseased or apparently healthy plant hosts.",NA,NA,"soil","netherlands; abstract-csv; doi_10.3897_mycokeys.65.47704","Abstract"
"Relevant","abstract","abstract","0","10.1094/pdis.1999.83.7.695a","thunb.","desmaz.","leaf","fruit","present","pathogenic; isolated from symptomatic tissue. confirmed through kochs postulates.",NA,"not specified","argentina","abstract-csv; doi_10.1094_pdis.1999.83.7.695a","Abstract"
"Relevant","abstract","abstract","0","10.1080/00275514.2019.1677448","genus","parasarocladium fusiforme","not specified in text","present",NA,"portugal; estuarine environment",NA,"portugal","abstract-csv","doi_10.1080_00275514.2019.1677448","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.mycres.2007.11.007","chicory","acremonium spp.","not specified in text","present",NA,"pathogenic; isolated from symptomless plants at commercial ripeness. pathogenic activity was assessed in lettuce plants inoculated in gnotobiosis.",NA,"not specified in text","italy (bari","metaponto; foggia); abstract-csv; doi_10.1016_j.mycres.2007.11.007","Abstract"
"Relevant","abstract","abstract","0","10.20884/1.jm.2025.20.2.16366","syzygium myrtifolium walp.","endophytic fungi isolates names not provided in the text","six plant parts","present",NA,"isolated from six different plant parts.; not provided in the text",NA,"not provided in the text","abstract-csv","doi_10.20884_1.jm.2025.20.2.16366","Abstract"
"Relevant","abstract","abstract","0","10.2134/jpa1999.0581","tall fescue",NA,"grass","present",NA,"infested endophyte in tall fescue","coastal plain","usa","abstract-csv","doi_10.2134_jpa1999.0581","Abstract"
"Relevant","abstract","abstract","0","","maize","a. parasiticus","not specified","present","pathogenic","isolated from maize seeds. reduced growth rate by using aqueous extracts of nigella seeds","pomegranate peels","eucalyptus leaves","euphorbia leaves","and ginger roots.; not specified; not specified; abstract-csv; doi_nan","Abstract"
"Relevant","full-text","full-text","4","10.1590/s0100-54052010000100016","pinus taeda l.","colletotrichum","needles","present",NA,"isolated from surface-sterilized needles","located at colombo","pr","brazil. altitude 920m.","temperate always humid; brazil; full-text; doi_10.1590_s0100-54052010000100016","Full-Text"
"Relevant","full-text","full-text","6","10.26525/jtfs2022.34.1.127","aquilaria malaccensis","fusarium proliferatum","not specified","present",NA,"biocontrol agent; isolated from agarwood",NA,"forest","malaysia","full-text; doi_10.26525_jtfs2022.34.1.127","Full-Text"
"Relevant","abstract","abstract","0","10.1016/j.phytol.2013.03.012","scapania ciliata s. lac","aspergillus sydowii","not specified","present",NA,"occurring in the livewort","","","abstract-csv","doi_10.1016_j.phytol.2013.03.012","Abstract"
"Relevant","abstract","abstract","0","10.1071/ap05073","eucalyptus globulus","botryosphaeria spp.","not specified","present","endophytic and pathogenic","common endophytes and canker pathogens of many woody plants including eucalypts. found in plantations and remnant native eucalypt forest.; western australian eucalyptus forests and plantations",NA,"australia","abstract-csv","doi_10.1071_ap05073","Abstract"
"Relevant","abstract","abstract","0","10.1007/s10658-009-9514-3","tomato","but specific ones are not listed in this abstract)","root","present","biocontrol agent","isolated from surface-sterilized tomato roots; endophytic colonization observed under epidermal cells",NA,"hydroponic system","not specified","abstract-csv; doi_10.1007_s10658-009-9514-3","Abstract"
"Relevant","abstract","abstract","0","10.4268/cjcmm20111422","vitex negundo var. cannabifolia","alternaria alternata","not specified in text","present",NA,"its; not specified in text",NA,"not specified in text","abstract-csv","doi_10.4268_cjcmm20111422","Abstract"
"Relevant","abstract","abstract","0","10.1080/15226514.2016.1183566","brassica napus l.","burkoholderia","root","present",NA,"isolated from root endophytes exclusively","","","abstract-csv","doi_10.1080_15226514.2016.1183566","Abstract"
"Relevant","abstract","abstract","0","10.1093/femsle/fnv158","azadirachta indica","not specified strain","root","present",NA,"isolated from roots of azadirachta indica.; gibbon wild life sanctuary",NA,"assam","india","india; abstract-csv; doi_10.1093_femsle_fnv158","Abstract"
"Relevant","full-text","full-text","12","10.3389/fmicb.2022.843389","nicotiana tabacum l.","epicoccum","leaf","present","pathogenic","isolated from symptomatic leaves","not specified","china","full-text","doi_10.3389_fmicb.2022.843389","Full-Text"
"Relevant","full-text","full-text","13","10.1038/s41598-019-52481-2","thunb. ex murray","colletotrichum","stems","leaves","roots","present; isolated from surface-sterilized roots",NA,NA,"stems","and leaves; natural populations in lam dong province; central vietnam; vietnam; full-text; doi_10.1038_s41598-019-52481-2","Full-Text"
"Relevant","abstract","abstract","0","10.1016/j.mycres.2007.11.007","letting","fusarium sp.","not specified in text","present",NA,"pathogenic; isolated from symptomless plants at commercial ripeness. pathogenic activity was assessed in lettuce plants inoculated in gnotobiosis.",NA,"not specified in text","italy (bari","metaponto; foggia); abstract-csv; doi_10.1016_j.mycres.2007.11.007","Abstract"
"Relevant","abstract","abstract","0","","anacardium othonianum rizzini","bionectria ochroleuca","root","present",NA,"its; midwest region of brazil",NA,"cerrado","brazil","abstract-csv; doi_nan","Abstract"
"Relevant","full-text","full-text","11","10.1038/s41598-023-31291-7","sw.","fusarium parceramosum","leaf","present","latent plant pathogens","isolated from leaves of a. compressus; found to be pathogenic to wounded leaves with low to moderate virulence.",NA,"tropical and subtropical","malaysia","full-text; doi_10.1038_s41598-023-31291-7","Full-Text"
"Relevant","full-text","full-text","11","10.1371/journal.pone.0147425","bromus tectorum","preussia sp.","not specified","present",NA,"isolated from surface-sterilized plant tissues","not specified","united states of america","full-text","doi_10.1371_journal.pone.0147425","Full-Text"
"Relevant","abstract","abstract","0","10.1080/10635150802172184","temperate grass sub","endophytic fungi","not specified","present",NA,"symbiosis helps protect host plants from herbivory and stresses; affects species diversity; and impacts food web structures.",NA,NA,"grassland","not specified; abstract-csv; doi_10.1080_10635150802172184","Abstract"
"Relevant","abstract","abstract","0","10.3390/plants9091213","almond","botryosphaeria dothidea","trunk","present","endophytic/pathogenic","isolated from both asymptomatic and symptomatic trees; with consistency of isolation increasing with disease severity.",NA,"not specified","not specified","abstract-csv; doi_10.3390_plants9091213","Abstract"
"Relevant","abstract","abstract","0","10.13346/j.mycosystema.190190","coelogyne","colletotrichum","root","stem","leaf","present; isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna",NA,NA,"naban river watershed national nature reserve","xishuangbanna; china; abstract-csv; doi_10.13346_j.mycosystema.190190","Abstract"
"Relevant","abstract","abstract","0","","caragana spp.","shinella","root nodules","present",NA,"isolated from caragana spp. root nodules; not specified in text",NA,"not specified in text","abstract-csv","doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1002/jobm.201600683","potato","plectosphaerella cucumerina","eggs","present","biocontrol agent","isolated from potato cyst nematode globodera pallida cysts; ability to reduce infection by g. pallida in planta assessed.",NA,"agricultural field","usa (shelley","idaho); abstract-csv; doi_10.1002_jobm.201600683","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.jaridenv.2012.04.009","not specified in full latin","cochliobolus sp.","not specified","present",NA,"grow asymptomatically within the tissues of grasses and sedges in semiarid northwest venezuela.","semiarid","venezuela","abstract-csv","doi_10.1016_j.jaridenv.2012.04.009","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.mycres.2009.09.004","theobroma cacao","trichoderma ovalisporum-dis 70a","stem (including bark","xylem","apical meristem)","present; isolated from surface-sterilized roots and trichomes",NA,NA,"not provided","not provided; abstract-csv; doi_10.1016_j.mycres.2009.09.004","Abstract"
"Relevant","abstract","abstract","0","10.1007/s10904-024-03226-w","anaphalis contorta","neocosmospora solani","stem","present",NA,"isolated from the stem","","","abstract-csv","doi_10.1007_s10904-024-03226-w","Abstract"
"Relevant","abstract","abstract","0","","fritillaria unibracteata","straina3","bulbs","present",NA,"isolated from healthy bulbs of fritillaria unibracteata; producing series of alkaloid components that inhibit the growth of staphyloccocus aureus.",NA,"not provided","not provided","abstract-csv; doi_nan","Abstract"
"Relevant","full-text","full-text","6","10.7324/japs.2023.134154","zingiber officinale linn. var. rubrum","aspergillus terreus","leaf","stem","rhizome","present",NA,"antimicrobial","isolated from surface-sterilized roots and stems using direct planting and pour methods.","tropical forest; indonesia; full-text; doi_10.7324_japs.2023.134154","Full-Text"
"Relevant","abstract","abstract","0","10.1094/mpmi-05-11-0138","rice","azoarcus sp. strain bh72 (endophyte","root","present",NA,"isolated from rice roots without induction of visible disease symptoms.","","","abstract-csv","doi_10.1094_mpmi-05-11-0138","Abstract"
"Relevant","abstract","abstract","0","10.4315/0362-028x-69.7.1571","mung bean","klebsiella spp.","not specified","present",NA,"associated with mung bean sprouts as an endophyte; absent when seeds were treated with a stabilized oxychloro-based sanitizer.",NA,"not specified","not specified","abstract-csv; doi_10.4315_0362-028x-69.7.1571","Abstract"
"Relevant","full-text","full-text","13","10.1186/s12866-022-02741-5","pinellia ternata","trichoderma atroviride","roots","stems","leaves","tubers","present",NA,"isolated from roots and tubers of p. ternata and p. pedatisecta","not specified; china; full-text; doi_10.1186_s12866-022-02741-5","Full-Text"
"Relevant","abstract","abstract","0","10.3390/horticulturae9020237","cabernet sauvignon","multiple (rh32","grape berries","present",NA,"exposure to the endophytic fungi impacts anthocyanin profiles in post-veraison grape berries.","not provided in text","not provided in text","abstract-csv","doi_10.3390_horticulturae9020237","Abstract"
"Relevant","full-text","full-text","15","10.1038/s41598-025-98978-x","fucus guiryi zardi","penicillium toxicarium","seaweed","present",NA,"isolated from seaweed hosts","marine","portugal","full-text","doi_10.1038_s41598-025-98978-x","Full-Text"
"Relevant","full-text","abstract","0","10.1104/pp.19.3.440","pine tree","basidomycete","root","present","mycorrhizal","forms symbiotic mycorrhizae; hyphae penetrate cortex; no special reference to nuclei",NA,NA,"phenol-oxidases limit hyphal penetration","nonparasitic nature indicated by ability of isolated mycorhizal segments to grow indefinitely; not specified; not specified; abstract-csv; doi_10.1104_pp.19.3.440","Full-Text"
"Relevant","abstract","abstract","0","10.1016/j.agsy.2019.102712","tall fescue",NA,"not specified","present",NA,"infected tall fescue grazing and hay","not specified","not specified","abstract-csv","doi_10.1016_j.agsy.2019.102712","Abstract"
"Relevant","abstract","abstract","0","","scirpus grossus","34 sp.","root","present","mycorrhizal","root colonization by amf; dark septate endophytic fungi also detected","urban wetland","tibet","china","abstract-csv; doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.sajb.2005.09.007","fabaceae","alternaria","seed pod","present",NA,"isolated from different aged surface-sterilised pods. demonstrated lignocellulolytic abilities.","not specified","botswana","abstract-csv","doi_10.1016_j.sajb.2005.09.007","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.ijbiomac.2012.11.003","not specified","fusarium solani","not specified","present",NA,"isolated from the fungus","not specified","not specified","abstract-csv","doi_10.1016_j.ijbiomac.2012.11.003","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.myc.2017.07.007","scaphyglottis punctulata","tulasnellaceae (unspecified order","root","present","root-associated (includes potential mycorrhizal species)","isolated from root tissue","using a culture dependent approach.","tropical mountain rainforest","ecuador","abstract-csv; doi_10.1016_j.myc.2017.07.007","Abstract"
"Relevant","abstract","abstract","0","10.1139/x06-063","picea glauca (moench) voss","amphinema byssoides","root","present","ectomycorrhizal","inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta","canada.","boreal forest","canada","abstract-csv; doi_10.1139_x06-063","Abstract"
"Relevant","abstract","abstract","0","10.1111/j.1574-695x.2007.00331.x","garcinia species","phomopsis sp.","not specified","present","endophytic","isolated from garcinia plants in thailand","not specified","thailand","abstract-csv","doi_10.1111_j.1574-695x.2007.00331.x","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.funbio.2020.09.001","theobroma cacao","moniliophthora perniciosa","not specified","present","pathogenic","endophytic","occurred as a pathogen on cacao (theobroma cacao)","also found as a non-pathogenic endophyte in allophylus edulis (sapindaceae)","atlantic rainforest","brazil; abstract-csv; doi_10.1016_j.funbio.2020.09.001","Abstract"
"Relevant","abstract","abstract","0","10.1080/10412905.2011.9712280","melaleuca alternifolia (tea tree)","drechslera avenae","(not specified","seed-borne)","present","pathogenic","isolated from seed-borne fungi","agricultural","(not specified)","abstract-csv; doi_10.1080_10412905.2011.9712280","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.chmed.2023.07.004","nerium indicum","colletotrichum sp. hk-08","leaves","present","endophytic","isolated from leaves","","","abstract-csv","doi_10.1016_j.chmed.2023.07.004","Abstract"
"Relevant","abstract","abstract","0","","daucus carota l.","seed-borne fungi","seeds","present","pathogenic","seed-borne","eradicated through heat treatment","agricultural field","brazil","abstract-csv; doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1007/s00436-012-3167-4","not specified","","","present","unknown","isolated from tropical regions in mexico","exhibited antimycobacterial and antileishmanial effects","tropical","mexico","abstract-csv; doi_10.1007_s00436-012-3167-4","Abstract"
"Relevant","abstract","abstract","0","10.3390/plants10050892","populus (hybrid poplar)","glomeromycota","soil","wood","present","pathogenic","endophytic","root pathogens include species of oomycota. vascular and parenchymal pathogens include species of ascomycota and basidiomycota.","plantation","poland; abstract-csv; doi_10.3390_plants10050892","Abstract"
"Relevant","abstract","full-text","14","10.12657/denbio.075.010","quercus robur","dicyma","root","present","unknown","isolated from roots of 80–96-year-old q. robur that had been subjected to periodic flooding and had symptoms of oak decline","forest","poland","full-text","doi_10.12657_denbio.075.010","Abstract"
"Relevant","abstract","abstract","0","10.1007/s10658-008-9329-7","lolium perenne (perennial ryegrass)","fusarium avenaceum","leaf","present","pathogenic","isolated from detached leaves for some pathogens","and from living plants for others. the interaction with neotyphodium lolii shows an effect on host physiological response.","not mentioned","not mentioned","abstract-csv; doi_10.1007_s10658-008-9329-7","Abstract"
