relevance,doc_type_ai,doc_type_pages,page_count,doi,plant_host,fungal_taxon,tissue,presence_absence,primary_guild,interaction_notes,biome,country,data_source,source_file,doc_type_ai_clean,paper_id,interaction_id,fungal_taxon_raw,fungal_taxon_resolved,fungal_taxon_status,fungal_taxon_resolution_method,fungal_taxon_confidence,fungal_taxon_accepted_ids,plant_host_raw,plant_host_resolved,plant_host_status,plant_host_resolution_method,plant_host_confidence,plant_host_accepted_ids
Relevant,full-text,full-text,8,10.55522/jmpas.v12i2.4925,peronema canescens (sungkai),penicillium janczewskii,root bark,present,endophytic,isolated from surface-sterilized roots; south sumatra,indonesia,indonesia,full-text,doi_10.55522_jmpas.v12i2.4925,Full-Text,doi:10.55522/jmpas.v12i2.4925,int_f9ccc20c7a764d68,penicillium janczewskii,penicillium janczewskii,Resolved,exact_accepted,1.00,10737715,peronema canescens (sungkai),peronema canescens,Resolved,exact_accepted,1.00,3889106
Relevant,abstract,abstract,0,10.1080/10286020.2022.2151442,magnolia grandiflora,dothideomycetes sp. bmc-101,leaves and flowers,present,unknown,isolated from fresh leaves and flowers,not specified,not specified,abstract-csv,doi_10.1080_10286020.2022.2151442,Abstract,doi:10.1080/10286020.2022.2151442,int_cad086c7bcbdacd6,dothideomycetes sp. bmc-101,dothideomycetes,Resolved,exact_accepted,1.00,183,magnolia grandiflora,magnolia grandiflora,Resolved,exact_accepted,1.00,9605163
Relevant,full-text,full-text,7,10.31351/vol32iss1pp160-166,uncaria gambier roxb.,diaporthe sp.,not specified,present,endophytic,mutualistic; isolated from gambir plant,not specified,indonesia,full-text,doi_10.31351_vol32iss1pp160-166,Full-Text,doi:10.31351/vol32iss1pp160-166,int_6d95142ae964df18,diaporthe sp.,diaporthe,Resolved,exact_accepted,1.00,2566075,uncaria gambier roxb.,uncaria gambir,Resolved,synonym_map,0.95,5338190
Relevant,abstract,abstract,0,10.13422/j.cnki.syfjx.20221618,rehmannia glutinosa,endophytic fungi,not specified,present,endophytic,infection observed,NA,china,abstract-csv,doi_10.13422_j.cnki.syfjx.20221618,Abstract,doi:10.13422/j.cnki.syfjx.20221618,int_060fb085affaaea1,endophytic fungi,,Unresolved,no_match,0.00,,rehmannia glutinosa,rehmannia glutinosa,Resolved,exact_accepted,1.00,7516558
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acanthus ilicifolius,aspergillus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_dc49e769ca6c423a,aspergillus,aspergillus,Resolved,exact_accepted,1.00,8884233,acanthus ilicifolius,acanthus ilicifolius,Resolved,exact_accepted,1.00,6359819
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acanthus ilicifolius,candida,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_9ea1ea21026032c0,candida,candida,Resolved,exact_accepted,1.00,2518121,acanthus ilicifolius,acanthus ilicifolius,Resolved,exact_accepted,1.00,6359819
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acanthus ilicifolius,chaetomium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_ad450f3af985e8d8,chaetomium,chaetomium,Resolved,exact_accepted,1.00,2560820,acanthus ilicifolius,acanthus ilicifolius,Resolved,exact_accepted,1.00,6359819
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acanthus ilicifolius,fusarium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_78b78391de4a38d0,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,acanthus ilicifolius,acanthus ilicifolius,Resolved,exact_accepted,1.00,6359819
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acanthus ilicifolius,mucor,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_70947b836d09db04,mucor,mucor,Resolved,exact_accepted,1.00,8774036,acanthus ilicifolius,acanthus ilicifolius,Resolved,exact_accepted,1.00,6359819
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acanthus ilicifolius,penicillium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_3aa322d380615c5b,penicillium,penicillium,Resolved,exact_accepted,1.00,7635114,acanthus ilicifolius,acanthus ilicifolius,Resolved,exact_accepted,1.00,6359819
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acanthus ilicifolius,phyllosticta,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_6c3f7e03ad2fdd00,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,acanthus ilicifolius,acanthus ilicifolius,Resolved,exact_accepted,1.00,6359819
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acanthus ilicifolius,rhizopus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_30972e94f046d278,rhizopus,rhizopus,Resolved,exact_accepted,1.00,2558384,acanthus ilicifolius,acanthus ilicifolius,Resolved,exact_accepted,1.00,6359819
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acanthus ilicifolius,trichoderma,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_1df6c4ed5e94aa33,trichoderma,trichoderma,Resolved,exact_accepted,1.00,7703803,acanthus ilicifolius,acanthus ilicifolius,Resolved,exact_accepted,1.00,6359819
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acrostichum aureum,aspergillus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_fd43325b44304024,aspergillus,aspergillus,Resolved,exact_accepted,1.00,8884233,acrostichum aureum,acrostichum aureum,Resolved,exact_accepted,1.00,2651706
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acrostichum aureum,candida,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_b9149c01a97a7755,candida,candida,Resolved,exact_accepted,1.00,2518121,acrostichum aureum,acrostichum aureum,Resolved,exact_accepted,1.00,2651706
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acrostichum aureum,chaetomium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_4487e72f10623b00,chaetomium,chaetomium,Resolved,exact_accepted,1.00,2560820,acrostichum aureum,acrostichum aureum,Resolved,exact_accepted,1.00,2651706
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acrostichum aureum,fusarium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_416adf0ad39c0ccd,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,acrostichum aureum,acrostichum aureum,Resolved,exact_accepted,1.00,2651706
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acrostichum aureum,mucor,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_8635e4e7e4916d6b,mucor,mucor,Resolved,exact_accepted,1.00,8774036,acrostichum aureum,acrostichum aureum,Resolved,exact_accepted,1.00,2651706
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acrostichum aureum,penicillium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_24d60f45e35be97b,penicillium,penicillium,Resolved,exact_accepted,1.00,7635114,acrostichum aureum,acrostichum aureum,Resolved,exact_accepted,1.00,2651706
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acrostichum aureum,phyllosticta,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_a2f8b3efeb530378,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,acrostichum aureum,acrostichum aureum,Resolved,exact_accepted,1.00,2651706
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acrostichum aureum,rhizopus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_a1eb061421be3171,rhizopus,rhizopus,Resolved,exact_accepted,1.00,2558384,acrostichum aureum,acrostichum aureum,Resolved,exact_accepted,1.00,2651706
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,acrostichum aureum,trichoderma,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_4c4a950cfd07e0f0,trichoderma,trichoderma,Resolved,exact_accepted,1.00,7703803,acrostichum aureum,acrostichum aureum,Resolved,exact_accepted,1.00,2651706
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,avicennia marina,aspergillus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_a931a20b796bf086,aspergillus,aspergillus,Resolved,exact_accepted,1.00,8884233,avicennia marina,avicennia marina,Resolved,exact_accepted,1.00,2925403
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,avicennia marina,candida,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_56cf735f47053d2b,candida,candida,Resolved,exact_accepted,1.00,2518121,avicennia marina,avicennia marina,Resolved,exact_accepted,1.00,2925403
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,avicennia marina,chaetomium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_65252a4e9d7bd39b,chaetomium,chaetomium,Resolved,exact_accepted,1.00,2560820,avicennia marina,avicennia marina,Resolved,exact_accepted,1.00,2925403
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,avicennia marina,fusarium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_d4ec5be74e953428,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,avicennia marina,avicennia marina,Resolved,exact_accepted,1.00,2925403
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,avicennia marina,mucor,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_ea51152177bd781d,mucor,mucor,Resolved,exact_accepted,1.00,8774036,avicennia marina,avicennia marina,Resolved,exact_accepted,1.00,2925403
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,avicennia marina,penicillium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_a9fa4b7e4cf54b9d,penicillium,penicillium,Resolved,exact_accepted,1.00,7635114,avicennia marina,avicennia marina,Resolved,exact_accepted,1.00,2925403
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,avicennia marina,phyllosticta,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_97fd05524967d6fe,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,avicennia marina,avicennia marina,Resolved,exact_accepted,1.00,2925403
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,avicennia marina,rhizopus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_69cc5edb64eced19,rhizopus,rhizopus,Resolved,exact_accepted,1.00,2558384,avicennia marina,avicennia marina,Resolved,exact_accepted,1.00,2925403
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,avicennia marina,trichoderma,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_7a01eb54dadb5d7e,trichoderma,trichoderma,Resolved,exact_accepted,1.00,7703803,avicennia marina,avicennia marina,Resolved,exact_accepted,1.00,2925403
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera cylindrica,aspergillus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_ec593e4297803eac,aspergillus,aspergillus,Resolved,exact_accepted,1.00,8884233,bruguiera cylindrica,bruguiera cylindrica,Resolved,exact_accepted,1.00,5602619
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera cylindrica,candida,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_f6fc9036fe6c9c44,candida,candida,Resolved,exact_accepted,1.00,2518121,bruguiera cylindrica,bruguiera cylindrica,Resolved,exact_accepted,1.00,5602619
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera cylindrica,chaetomium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_eff91abbf999f7df,chaetomium,chaetomium,Resolved,exact_accepted,1.00,2560820,bruguiera cylindrica,bruguiera cylindrica,Resolved,exact_accepted,1.00,5602619
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera cylindrica,fusarium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_4f1acc822c29dbbc,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,bruguiera cylindrica,bruguiera cylindrica,Resolved,exact_accepted,1.00,5602619
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera cylindrica,mucor,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_f5b525d991b38755,mucor,mucor,Resolved,exact_accepted,1.00,8774036,bruguiera cylindrica,bruguiera cylindrica,Resolved,exact_accepted,1.00,5602619
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera cylindrica,penicillium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_6d3c1fee44a84a72,penicillium,penicillium,Resolved,exact_accepted,1.00,7635114,bruguiera cylindrica,bruguiera cylindrica,Resolved,exact_accepted,1.00,5602619
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera cylindrica,phyllosticta,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_7c6ff0ca73be7176,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,bruguiera cylindrica,bruguiera cylindrica,Resolved,exact_accepted,1.00,5602619
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera cylindrica,rhizopus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_2db23a9a4dfb15b9,rhizopus,rhizopus,Resolved,exact_accepted,1.00,2558384,bruguiera cylindrica,bruguiera cylindrica,Resolved,exact_accepted,1.00,5602619
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera cylindrica,trichoderma,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_f533ff91eb2a04aa,trichoderma,trichoderma,Resolved,exact_accepted,1.00,7703803,bruguiera cylindrica,bruguiera cylindrica,Resolved,exact_accepted,1.00,5602619
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera gymnorrhiza,aspergillus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_3f07e5e115f0230d,aspergillus,aspergillus,Resolved,exact_accepted,1.00,8884233,bruguiera gymnorrhiza,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera gymnorrhiza,candida,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_41f3bae83eaf1168,candida,candida,Resolved,exact_accepted,1.00,2518121,bruguiera gymnorrhiza,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera gymnorrhiza,chaetomium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_c567b6f098acb0f0,chaetomium,chaetomium,Resolved,exact_accepted,1.00,2560820,bruguiera gymnorrhiza,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera gymnorrhiza,fusarium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_916e2a10ebbdf569,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,bruguiera gymnorrhiza,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera gymnorrhiza,mucor,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_ff10cf69d7e03d3c,mucor,mucor,Resolved,exact_accepted,1.00,8774036,bruguiera gymnorrhiza,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera gymnorrhiza,penicillium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_e206c1abe126e173,penicillium,penicillium,Resolved,exact_accepted,1.00,7635114,bruguiera gymnorrhiza,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera gymnorrhiza,phyllosticta,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_77eafe1ba965e7af,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,bruguiera gymnorrhiza,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera gymnorrhiza,rhizopus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_e18e46f14eb97e49,rhizopus,rhizopus,Resolved,exact_accepted,1.00,2558384,bruguiera gymnorrhiza,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,bruguiera gymnorrhiza,trichoderma,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_31d80bac7c24aa8b,trichoderma,trichoderma,Resolved,exact_accepted,1.00,7703803,bruguiera gymnorrhiza,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,excoecaria agallocha,aspergillus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_24c9c05deb162223,aspergillus,aspergillus,Resolved,exact_accepted,1.00,8884233,excoecaria agallocha,excoecaria agallocha,Resolved,exact_accepted,1.00,3071702
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,excoecaria agallocha,candida,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_15165f2a0dc0b5ce,candida,candida,Resolved,exact_accepted,1.00,2518121,excoecaria agallocha,excoecaria agallocha,Resolved,exact_accepted,1.00,3071702
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,excoecaria agallocha,chaetomium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_da6eb682d435e724,chaetomium,chaetomium,Resolved,exact_accepted,1.00,2560820,excoecaria agallocha,excoecaria agallocha,Resolved,exact_accepted,1.00,3071702
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,excoecaria agallocha,fusarium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_00d12387dbb2cd13,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,excoecaria agallocha,excoecaria agallocha,Resolved,exact_accepted,1.00,3071702
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,excoecaria agallocha,mucor,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_c2e3cfe9622fe2af,mucor,mucor,Resolved,exact_accepted,1.00,8774036,excoecaria agallocha,excoecaria agallocha,Resolved,exact_accepted,1.00,3071702
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,excoecaria agallocha,penicillium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_fe60f263b72251d9,penicillium,penicillium,Resolved,exact_accepted,1.00,7635114,excoecaria agallocha,excoecaria agallocha,Resolved,exact_accepted,1.00,3071702
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,excoecaria agallocha,phyllosticta,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_94813704174574b5,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,excoecaria agallocha,excoecaria agallocha,Resolved,exact_accepted,1.00,3071702
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,excoecaria agallocha,rhizopus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_09a82eb746dca866,rhizopus,rhizopus,Resolved,exact_accepted,1.00,2558384,excoecaria agallocha,excoecaria agallocha,Resolved,exact_accepted,1.00,3071702
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,excoecaria agallocha,trichoderma,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_7768f26c5468b39c,trichoderma,trichoderma,Resolved,exact_accepted,1.00,7703803,excoecaria agallocha,excoecaria agallocha,Resolved,exact_accepted,1.00,3071702
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,lumnitzera racemosa,aspergillus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_5869d996080cf036,aspergillus,aspergillus,Resolved,exact_accepted,1.00,8884233,lumnitzera racemosa,lumnitzera racemosa,Resolved,exact_accepted,1.00,6435171
